,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.1,0.08,0.08,0.16,0.24,0.24,0.36,0.44,0.52,0.72,0.76,0.3268598111004988,0.4339186261855101,0.3727050833068025,0.42504267002012497,-1.7802549976048412,-0.0006780650737966726,0.007687819020255732,0.02245609562232589,0.029116560598563712,0.043008686267688036,0.09935580535676443,0.11582863770710904,0.16312948327015442,0.16990623940474958,0.19968520665601577,0.40611191625590337,0.4288638816075235,0.4514251225218363,0.504160108154824,0.5148603199301844,0.6766450282705028,0.7310934767804756,0.7436631691054718,0.7887870158959372,0.7906151844398615
1,0.5,0.24,0.28,0.32,0.32,0.4,0.52,0.6,0.84,0.88,0.96,0.3594927305529025,0.4713821102466209,0.4021543033004351,0.46107108092614757,-2.306037526761803,-0.1716159070465829,-0.01809262998714787,-0.011554260893529036,0.028645196157261105,0.040088899496598586,0.042093378998638985,0.05083903192930805,0.10896117065449712,0.17058953933585802,0.20267701785901093,0.2186863146836795,0.37116812223574963,0.4339900163864603,0.497546585505696,0.5115026674414567,0.5486720970298554,0.594602655343184,0.6478674575098621,0.6936643642706544,0.7605411945414844
2,1.0,0.12,0.2,0.28,0.28,0.36,0.48,0.48,0.56,0.72,0.84,0.27485938660723763,0.4207582705651383,0.3271781810463759,0.4057990393017761,-1.9328451763623697,-0.017314162980329874,0.015677562488383687,0.019259158679935575,0.032317497167988374,0.03311460670793714,0.05692285737791105,0.08452582662803085,0.13002662706620538,0.18317507178941542,0.18942574476020702,0.3611361589771603,0.39030953979353183,0.401862505497465,0.4701585128061806,0.5212773013506776,0.6092018949800109,0.6417267189129638,0.6711376314395178,0.7656605391800191,0.7829669585132727
3,2.0,0.28,0.28,0.28,0.32,0.4,0.6,0.72,0.8,0.92,0.96,0.4054441260744986,0.5252296140422199,0.44481587604796774,0.49832264602804316,-2.977529063675579,-0.11115056301929259,-0.03825921058511855,-0.012607993373283688,-0.010461537858317663,0.02650260282489911,0.030347966713071595,0.10443348214881605,0.12401971096216557,0.20194183108270083,0.21393561456978044,0.2666735113965698,0.4076499908884402,0.44910319629521744,0.4565192018722713,0.46740378587459946,0.5110846283826312,0.540234460868483,0.6835143660449252,0.8062446149979555,0.8217116735346535
4,0.1,0.04,0.08,0.32,0.44,0.48,0.56,0.6,0.6,0.64,1.0,0.36692136262336833,0.4765501491714794,0.398970603841664,0.4578124794753932,-2.3241217562162193,0.007687819020255732,0.031372713131173256,0.04304650150871884,0.05523802806201012,0.08660537172332906,0.09077929679008848,0.12739746285942655,0.17235601228714928,0.1752548056551403,0.18273885961587888,0.40611191625590326,0.5224178117319039,0.5411019410927472,0.5810502371449193,0.5980037991291813,0.615122958486144,0.6515720303215983,0.7232927617288267,0.7560701839396017,0.7683372185328596
5,0.5,0.04,0.08,0.12,0.16,0.16,0.16,0.16,0.56,0.68,0.72,0.28791255438819907,0.412038918924528,0.34903958399660406,0.41657977171425226,-1.9367037100977282,0.008404784498155425,0.012021500418552225,0.028239156672775902,0.05162948176547392,0.13686397884799056,0.14748181366680432,0.14914914275394028,0.16653925515931775,0.17412699816374913,0.1746029632402139,0.34671291560507866,0.4323142336403832,0.5205830999803507,0.5693545451116974,0.705839116139257,0.7182886950334558,0.7291303468696246,0.7466546036118397,0.7599747929345327,0.7809657085452573
6,1.0,0.16,0.16,0.44,0.48,0.52,0.56,0.56,0.68,0.84,1.0,0.3232516183805582,0.43309572982672395,0.3850153878807174,0.4429670776526958,-2.6464165767271344,-0.061418021111336915,0.016801766748332395,0.017052821605144514,0.021484699244628924,0.06272249611668773,0.06425098993960315,0.07425036378162715,0.16384449351879934,0.1880396508130687,0.19508684550738817,0.23767207210232363,0.4217008847025541,0.43300864891992025,0.4551240697786497,0.47872286142574233,0.494970785598772,0.5533799027400723,0.7452441090914286,0.7755265661171056,0.8453396480350204
7,2.0,0.28,0.32,0.36,0.44,0.56,0.56,0.6,0.68,0.96,1.0,0.3604478403905338,0.4496757015558873,0.41191764830733313,0.450537939355617,-2.6142971984332704,-0.15837770464489645,0.016911263051866313,0.02290700488363674,0.025974585854163148,0.039234431730570944,0.0469333508154667,0.05216369403217604,0.13861847810599467,0.15307934880676796,0.16957640605141028,0.17894586075500987,0.4459972359071539,0.4584271772034298,0.5201234797999166,0.5356689017601809,0.5724937526607141,0.6209600731530285,0.6785356593357776,0.7200405460810343,0.8395436733641887
8,0.1,0.12,0.16,0.32,0.36,0.36,0.4,0.44,0.52,0.6,0.6,0.3628886766422583,0.47712489415350257,0.4056563727050833,0.46852051419479324,-1.610800480050397,-0.01155426089352904,0.004583769689524304,0.007711357665676638,0.016801766748332392,0.017925671239407547,0.04059106494720516,0.04185201864310966,0.14631836236891238,0.16312948327015442,0.18905617060775295,0.3648514954975913,0.4105525666004777,0.42095679521659857,0.4339900163864603,0.46144494646171796,0.494970785598772,0.5390476006280176,0.7182217476923699,0.7310934767804754,0.7781827856677148
9,0.5,0.2,0.2,0.24,0.24,0.32,0.56,0.56,0.56,0.64,0.92,0.34628037779900245,0.4563336726474663,0.3814071951607768,0.4535986040826644,-1.9076838848896949,0.015839891185908415,0.028137343075744642,0.036631731667623096,0.040317553428382065,0.042994909581421055,0.10612537204513861,0.11822442766644548,0.17186771022786893,0.17634226461411467,0.1774142525766572,0.36598691574102726,0.5156607510363881,0.533728377008653,0.5496508361044874,0.5604621246519577,0.643820447524315,0.7111147151197932,0.7323895615263337,0.766544854834449,0.8324993699642695
10,1.0,0.12,0.2,0.28,0.48,0.52,0.6,0.68,0.76,1.0,1.0,0.34299055502493897,0.457567304248465,0.3909052318794439,0.44375008414176864,-3.034437139103305,-0.10595657733416826,-0.06314827122573588,-0.002089027175384896,0.03700428810845384,0.040317553428382065,0.05173679283165418,0.184237414875784,0.19147912352374283,0.19347777284303377,0.2132625782495154,0.3308467288096968,0.34945173064804624,0.383756556760578,0.42652056064499194,0.533728377008653,0.5990746433611386,0.617714691225256,0.7600249447745263,0.7654191186488604,0.7745221559267513
11,2.0,0.16,0.16,0.24,0.4,0.64,0.72,0.76,0.92,1.0,1.0,0.3113658070678128,0.44954986350699877,0.36761116417276873,0.4392057785946406,-2.7541308267409876,-0.00041040404995356224,0.016801766748332395,0.033182936266078024,0.0454356091377521,0.055184094480048816,0.16446193885305765,0.17521893445008038,0.1817357082870915,0.1888697360254985,0.22081256349498674,0.3682607002735709,0.42028441204203126,0.4949707855987719,0.5309999382359873,0.6241754105123887,0.647121962746231,0.7536598262137723,0.7817877155710689,0.8328624510758285,0.8593207064698338
12,0.1,0.04,0.08,0.24,0.28,0.32,0.44,0.56,0.64,0.96,1.0,0.3750928579008808,0.4820900694254798,0.41165234001910217,0.4716404972491611,-2.530743092017454,-0.017978842914185035,0.017768443120877744,0.025768152815105253,0.05694504079204736,0.1464832658212411,0.16666572185951323,0.170390765616943,0.17671481165290517,0.18319829709696492,0.18728872418142803,0.417034101369817,0.4202728051353112,0.527125999987663,0.588766577726817,0.6294928645057508,0.7093495919058866,0.7201463897534086,0.7384132031331522,0.7433388069588032,0.7808000406838043
13,0.5,0.2,0.24,0.32,0.4,0.44,0.52,0.52,0.56,0.72,0.84,0.37111323357741693,0.47606203948095965,0.4169054441260745,0.4681546921079022,-2.54194912086958,-0.20028464648331026,-0.009262264295893476,0.0015964601507586656,0.016801766748332395,0.023089074035676525,0.040317553428382065,0.053879921182663555,0.10078983540590192,0.11637537288605973,0.1883606737282966,0.4057763494505746,0.43203725534445425,0.45943362172445046,0.4763965919042744,0.49497078559877206,0.5131820909746108,0.5305314398527342,0.533728377008653,0.6779163040580019,0.7116492151024213
14,1.0,0.12,0.24,0.28,0.36,0.4,0.52,0.56,0.56,0.64,0.76,0.3702111853974318,0.45790076682913544,0.4178605539637058,0.45777230332374774,-2.1400006616949256,-3.278123092793745e-05,0.006656663013706757,0.016801766748332392,0.028239156672775902,0.061525317920583494,0.06952845656746787,0.07820131429045411,0.09414889912319423,0.1625448642784632,0.19227615901563752,0.4018782384731252,0.42797699389265886,0.494970785598772,0.5205830999803508,0.5565492658412963,0.6122563681419366,0.6169614829603313,0.7088775539002616,0.7101311415151942,0.7475655191337103
15,2.0,0.08,0.08,0.2,0.2,0.32,0.36,0.6,0.64,0.8,0.96,0.36331316990342777,0.4721363552844187,0.41096253846970177,0.4680578581816108,-2.0929937458100314,-0.05468289823262749,-0.017684631723692532,-0.011885599425885763,-0.0066884562060254985,0.02347693590345386,0.03923443173057095,0.1506203368146002,0.17058953933585802,0.1796116727389346,0.19903163724496545,0.2394120483135238,0.36081018877655174,0.43050696391473525,0.43316145209579837,0.4467786424153582,0.5356689017601808,0.7416113862822389,0.748334508048721,0.7605411945414844,0.8059837708908347
