,0,1,2,3,4,5,6,7,8,9,10
0,0.5,5,0.968,1.0,0.230765149103258,0.3910172550657135,0.23150801231030457,0.39126728208287026,-2.5910314135872894,0.062133747868567256,0.6349299399776648
1,0.5,10,0.8239999999999998,0.9,0.32617000955109837,0.45863208232863945,0.33248434681099437,0.4555615896691133,-2.0617422939775847,0.1804956055704959,0.7386531310732047
2,0.5,20,0.6040000000000001,0.6849999999999999,0.4588772153242067,0.5143757807609245,0.46858749867345856,0.4976897060894186,-2.3867099408951358,0.15019982852028885,0.6822657990570458
3,0.5,30,0.4146666666666667,0.5066666666666667,0.4385546004457179,0.517516560232866,0.45383635784781917,0.4933630145797684,-2.2292288317430473,0.11595186137813715,0.6189773127435692
4,0.5,40,0.363,0.4725,0.506314337259896,0.5341222010251634,0.5267430754536772,0.5107810244244866,-2.2692621320136466,0.11179794631590174,0.6091582204217009
5,0.5,50,0.3112,0.4100000000000001,0.4855672291202377,0.5125547735931268,0.5135307226997772,0.4866243473400113,-2.2473566970126115,0.09514636821023133,0.5713729728094965
6,1.0,5,0.984,1.0,0.218720152817574,0.40560907336760454,0.23548763663376843,0.42109517774570243,-3.7671824642457237,0.054706324647765404,0.5518312337696435
7,1.0,10,0.9480000000000001,1.0,0.37010506208213945,0.5120197885097313,0.3756234744773427,0.5068774850948428,-2.010146123640278,0.1821981636434637,0.7499937822229398
8,1.0,20,0.7,0.795,0.46901199193462806,0.5437055470659281,0.4801018783826807,0.5261925232821042,-2.301333114923966,0.15933290370784967,0.6956421709140368
9,1.0,30,0.44133333333333347,0.5366666666666666,0.41287275814496444,0.512268311998885,0.44099543669744246,0.49712194135331383,-2.6019459555481985,0.11290894232003408,0.594478438862496
10,1.0,40,0.42699999999999994,0.515,0.5430860660087021,0.552442670455684,0.5590576249602037,0.5286178080560088,-2.190655436670358,0.11441580102062306,0.6080220306944886
11,1.0,50,0.308,0.37999999999999995,0.4775549188156638,0.4955586176329305,0.5073755704128197,0.4772369485484604,-2.2606358544333345,0.0856860366295095,0.5530367172008328
12,2.0,5,0.9199999999999999,0.96,0.23967950758781703,0.42597998108604757,0.23994481587604796,0.4263101769114246,-3.9919434397447198,0.019852928000938574,0.5339001162459011
13,2.0,10,0.976,1.0,0.3242067282181895,0.4710387869825676,0.33227210018040965,0.4633791243568423,-2.0811686211773375,0.1769652208323659,0.7449153910844017
14,2.0,20,0.668,0.79,0.44370158123739784,0.5216782195462903,0.45638331741483606,0.5022135406583673,-2.719082462091324,0.12536576366194968,0.6359062341100618
15,2.0,30,0.47866666666666674,0.5966666666666668,0.4302239201952669,0.5215512300373176,0.4456118009126605,0.4974667916856988,-2.3464322677843965,0.11772777874084378,0.6193151135523822
16,2.0,40,0.44399999999999995,0.5675,0.49639180728005944,0.5479277592577843,0.5191552584102728,0.5242870573270312,-2.2296805722313024,0.11426094473508566,0.602568630721098
17,2.0,50,0.33199999999999996,0.42200000000000004,0.47049771834872123,0.4960439771966813,0.5050939191340338,0.4746335317817351,-2.3102759603296206,0.07918449855746883,0.5599137925228449
18,5.0,5,1.0,1.0,0.22625490820333227,0.3706723407767574,0.2274753263291945,0.373078137340915,-3.832569915284833,0.06551939780190819,0.6068527748414806
