,0,1,2,3,4,5,6,7,8,9,10
0,0.5,5,0.8480000000000001,0.8800000000000001,0.663125309105563,0.24818050544129522,0.6627589617716557,0.24812955160653222,-4.36347680857499,0.003934716916631777,0.3435698708258292
1,0.5,10,0.396,0.44000000000000006,0.6760756873591852,0.21534604194811793,0.6768633341270859,0.22004430287128632,-4.042141829147171,0.006164634441897196,0.3252913763200812
2,0.5,20,0.298,0.325,0.6610554466689869,0.19376956150393512,0.662978770172,0.1814787739192196,-4.831375987841136,-0.013554813788573155,0.3423502093535772
3,0.5,30,0.15733333333333333,0.15333333333333335,0.6209587309728354,0.15168416305772867,0.6383602293334311,0.14537572035607213,-4.508925044319019,-0.012335371280257978,0.3113517890606344
4,0.5,40,0.11099999999999999,0.0925,0.5704577509937171,0.10407270144501402,0.6101698019892661,0.12189524969127782,-4.838534934881929,-0.030734332786205153,0.2921030029589967
5,0.5,50,0.1056,0.10600000000000001,0.5961020643672266,0.12150794048224217,0.6208671441393585,0.1303297035560885,-4.353686420032499,-0.007056491951861741,0.31160496094008394
6,1.0,5,0.8,0.9,0.6101331672558753,0.234819626809705,0.6111955745242064,0.23556408177128105,-3.798711541497608,0.01606741285823995,0.3460229562369774
7,1.0,10,0.524,0.61,0.6680160460132252,0.2331628409468512,0.6686022017474768,0.22107010441010716,-5.053035611361802,-0.027455102505306184,0.3027952011587969
8,1.0,20,0.382,0.48,0.6528859011228546,0.18265137021757158,0.6509076255197552,0.1752519944696731,-5.515682420871366,-0.002842256485110199,0.3915206536514962
9,1.0,30,0.25733333333333336,0.31,0.6406865349037423,0.1606076667340673,0.6422801458062389,0.15160476700469336,-5.477702591544272,-0.025994498291680202,0.3461990712199762
10,1.0,40,0.16599999999999998,0.18,0.5499239829282142,0.08971722771561973,0.5949297528987233,0.10716397309114649,-5.455610974346066,-0.04947163544015511,0.29976144749817496
11,1.0,50,0.11200000000000002,0.114,0.5902038722913194,0.10701264463100778,0.6262524499477955,0.1277471406911664,-4.890906289682834,-0.023237098503816164,0.30358361523586636
12,2.0,5,0.8640000000000001,0.9199999999999999,0.6185408385690473,0.2259989910574894,0.6190903595699082,0.2266209275062738,-5.03973803715048,-0.003268510601245736,0.33618366870643557
13,2.0,10,0.6479999999999999,0.78,0.6437638525085634,0.20725165047584418,0.6474090084809407,0.20304539461729643,-6.784170621308201,-0.06641455757545513,0.35848970471770264
14,2.0,20,0.36799999999999994,0.37499999999999994,0.5701280383932006,0.14714809320325128,0.5886102613888228,0.1415252323315645,-6.016450316458442,-0.03727072050161778,0.3462530467122456
15,2.0,30,0.19466666666666665,0.23,0.6313996299891927,0.15884759746166607,0.6345685344274907,0.15056066058407172,-5.242324794710468,-0.005906040219309396,0.3734491304594612
16,2.0,40,0.183,0.205,0.5773267635044786,0.10617112549903515,0.5994724598391735,0.12014209465304437,-5.30634264880382,-0.041231268108317704,0.28664699041906627
17,2.0,50,0.1352,0.136,0.5333834008023006,0.08421028696505846,0.5914860879599949,0.10525509350138819,-5.2985490408972105,-0.039958715409851735,0.2918532874823803
18,5.0,5,0.9279999999999999,0.9199999999999999,0.6614401113695895,0.23993691497440767,0.6624292491711392,0.24053014885387397,-5.231395609458781,-0.010889235789492075,0.31551536868903823
