,0,1,2,3,4,5,6,7,8,9,10
0,0.5,5,0.552,0.52,0.7869833333333334,0.5268054323180738,0.7871666666666667,0.526910645055537,-2.8929515862661344,0.0013058251798472448,0.41449061314244073
1,0.5,10,0.532,0.5,0.8332916666666667,0.4682383399016949,0.8330166666666666,0.4681353741433243,-2.8166126075785543,0.05304349847194758,0.4960010047543296
2,0.5,20,0.31200000000000006,0.325,0.8345833333333333,0.4393999556303434,0.8332916666666667,0.41970440238914675,-2.9054705023478777,0.03068138532519215,0.4438828544900499
3,0.5,30,0.25866666666666666,0.30333333333333334,0.802225,0.41204623930631373,0.8089166666666666,0.3803846493132337,-2.9663867587573947,0.03526589500291848,0.4524140738264018
4,0.5,40,0.21600000000000003,0.28,0.8319833333333333,0.4341895927736307,0.8279,0.39023481454149167,-3.0830156223924523,0.04443603766925982,0.46546951422074245
5,0.5,50,0.1984,0.26799999999999996,0.7995416666666667,0.37648254489877586,0.80315,0.3424467261672309,-3.1085781997651223,0.059819322339122724,0.4851577369776703
6,1.0,5,0.552,0.52,0.8357166666666667,0.5680220704880787,0.8357083333333334,0.5679583840055599,-3.0200562912385567,0.002182531397485811,0.4060958678389846
7,1.0,10,0.556,0.5599999999999999,0.8304916666666666,0.4856058248376943,0.830125,0.4818713667413829,-2.907933681869225,0.037838089977971716,0.4829905899360288
8,1.0,20,0.34199999999999997,0.40499999999999997,0.8132916666666666,0.43075741034133413,0.8151583333333333,0.41081902657332237,-3.0285782172001943,0.044758406114733335,0.4748028526372317
9,1.0,30,0.2813333333333333,0.32999999999999996,0.823025,0.42688204241264394,0.8208166666666666,0.3905261126497124,-3.0328046083838327,0.046065564439260416,0.4711425160947008
10,1.0,40,0.26,0.33,0.8281166666666666,0.42142164390524545,0.8260416666666667,0.38287556546749063,-3.1318954109122656,0.0544787608394229,0.472847295905953
11,1.0,50,0.2016,0.23600000000000002,0.8212416666666666,0.39506730802980833,0.8234,0.34784023340904613,-3.145018160399814,0.05467476854209941,0.49659005323243255
12,2.0,5,0.56,0.54,0.83875,0.5704482552186164,0.8388916666666667,0.570555472048479,-3.0053874676138284,0.012102427466212758,0.42355839814423657
13,2.0,10,0.528,0.53,0.8468083333333334,0.4916026157962814,0.8468,0.48151054144204697,-2.867713629035489,0.0277952605421668,0.45838484321065714
14,2.0,20,0.396,0.42000000000000004,0.817425,0.4322990837302998,0.817325,0.41291340326073317,-3.3036821951220885,0.05973915002355603,0.5054569121769924
15,2.0,30,0.31466666666666665,0.3466666666666666,0.8256583333333334,0.4285911629935324,0.8238916666666667,0.3984415624620189,-3.5222543579614776,0.0247066930378886,0.43217971666796734
16,2.0,40,0.253,0.34500000000000003,0.83365,0.4186164011758737,0.8300416666666667,0.37971520636970374,-3.2089840339389184,0.060488683416487096,0.4749493216982249
17,2.0,50,0.2272,0.28200000000000003,0.7933916666666667,0.37750060248345113,0.7976416666666667,0.33393527410052926,-3.760747178352484,0.03613183799361664,0.46488748082347414
18,5.0,5,0.648,0.7,0.8113333333333334,0.5265638166049255,0.81175,0.5267498201242571,-3.403981436992113,0.006359392894794397,0.413374345856349
19,5.0,10,0.584,0.5900000000000001,0.832,0.47961286697016187,0.8344083333333333,0.47368920805064557,-3.084478131583597,0.0695879873869586,0.5423282999056778
20,5.0,20,0.568,0.59,0.8226666666666667,0.44732734833951937,0.82785,0.4254547240579582,-3.608029057368642,0.05036649190620439,0.49148696649797585
21,5.0,30,0.4093333333333334,0.44,0.8216333333333333,0.43082796567388004,0.8228416666666667,0.39832066504651786,-3.59817327071511,0.043649682398168646,0.46348059503545824
22,5.0,40,0.354,0.41999999999999993,0.8058916666666667,0.3890345015538472,0.8113333333333334,0.3575290835098141,-4.142336776677745,0.035443796281476876,0.4679056738059268
23,5.0,50,0.2352,0.31,0.8097833333333333,0.39236455018470195,0.8171666666666667,0.3389264676160428,-3.5084609025922373,0.060672722806436215,0.5055203547449306
24,10.0,5,0.752,0.8400000000000001,0.7517416666666666,0.5288959606008571,0.7527333333333334,0.5280385354807413,-3.5048639914544517,0.012662854646457786,0.45332940411367106
25,10.0,10,0.6119999999999999,0.69,0.8244583333333333,0.5174610441507987,0.8270416666666667,0.49987890735955776,-4.277439780798148,-0.006966031030592948,0.41444358918108615
26,10.0,20,0.6,0.6300000000000001,0.8394166666666667,0.4833828230690153,0.8404083333333333,0.4538114171778011,-4.29385105290779,0.036225446451645035,0.4636575995526389
27,10.0,30,0.48533333333333334,0.5366666666666667,0.8233,0.4265842810509466,0.82455,0.3924138715559476,-3.765339183217236,0.05588187364208859,0.5018722415983798
28,10.0,40,0.372,0.45499999999999996,0.8131833333333334,0.40119264360157436,0.8181166666666667,0.37380508491576914,-4.55404900464694,0.02093214872720605,0.453184340953502
29,10.0,50,0.35039999999999993,0.41800000000000004,0.7907,0.3749482308507968,0.7989083333333333,0.3266759400649315,-4.307727143408784,0.03632253742786265,0.4675675806560595
